master_id,region,region_number,region_name,region_prefectures,site_name,site_name_dup_fix,site_name_period_mean,site_name_period_mean_round,site_occurances,site_period_occurances,location,specimin_number,sex,sex_unified,age_range,age_min,age_max,age_min_noxon,age_max_noxon,over_5_values,percentage_value_5_19,output_values_5_19,range_value_5_under,output_values_0_5,age_mean,culture_area,period,period_start,period_end,period_range,calBPmax,calBPmin,period_eng,period_min,period_max,period_numeric,period_min_kudo,period_max_kudo,period_min_noxon,period_max_noxon,period_min_neg_noxon,period_max_neg_noxon,period_mean_noxon,period_mean_round_noxon,burial_posture_1,burial_posture_2,cephalic_direction,burial_shape_1,burial_shape_2,burial_postition_location,upper_construction,lower_construction,burial_type,dental_equation,personal_accessories-_contents_location,grave_good_number_of,red_pigment_application_location,bone_lesions_presence_location_description,"injuries_sustained_during_life_presence,_location_description",frontal_suture,interparietal_bone_inca,right_lamboidal_sutural_ossicles,left_lamboidal_sutural_ossicles,right_zygomatic_horizontal_suture_remaining,left_zygomatic_horizontal_suture_remaining,right_supraorbital_foramen,left_supraorbital_foramen,right_condyloid_canal,left_condyloid_canal,right_hypoglossal_canal_bisects,left_hypoglossal_canal_bisects,right_parietal _foramen,left_parietal_foramen,references
120,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",東釧路貝塚,東釧路貝塚,東釧路貝塚-2715,東釧路貝塚-2715,20,1,,第１号墓人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",緑々岡遺跡,緑々岡遺跡,緑々岡遺跡-2715,緑々岡遺跡-2715,1,1,,第２９号墓壙人骨,女性,F,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第二地域（南北海道～北東北）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,単葬(single burial),単独葬(individual burial),,,,,,,石斧１ - 石棺１,不明,,,,,,,,,,,,,,,,,山口　敏１９８４
122,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",古屋敷貝塚,古屋敷貝塚,古屋敷貝塚-5400,古屋敷貝塚-5400,1,1,,２号土壙出土人骨,女性,F,青年期(17-20),17,20,17,20,1,0.75,0.75,0,0,18.5,第二地域（南北海道～北東北）,前期(Early),Early Jomon,Early Jomon,Early Jomon_Early Jomon,7050,5415,Early,前期(Early),前期(Early),,6100,#ERROR!,6100,#ERROR!,-6100,-4700,-5400,-5400,下臥左側,屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),土坑内(earthen pit),,土壙（無配石）,土坑墓(earthen grave),,,土器,なし,,,,,,,,,,,,,,,,,BLANK
123,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上里遺跡,上里遺跡,上里遺跡-5400,上里遺跡-5400,7,7,,１号,女性,F,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第二地域（南北海道～北東北）,前期(Early),Early Jomon,Early Jomon,Early Jomon_Early Jomon,7050,5415,Early,前期(Early),前期(Early),,6100,#ERROR!,6100,#ERROR!,-6100,-4700,-5400,-5400,伏臥 (prone),屈葬(crouched burial),SW,単葬(single burial),合葬(collective burial),土坑内(earthen pit),,土壙（無配石）,土坑墓(earthen grave),,,,なし,,,,,,,,,,,,,,,,,岩手県埋蔵文化財センター１９８３
124,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上里遺跡,上里遺跡,上里遺跡-5400,上里遺跡-5400,7,7,,２号,女性,F,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第二地域（南北海道～北東北）,前期(Early),Early Jomon,Early Jomon,Early Jomon_Early Jomon,7050,5415,Early,前期(Early),前期(Early),,6100,#ERROR!,6100,#ERROR!,-6100,-4700,-5400,-5400,仰臥(supine),伸展葬(extended burial),WSW,単葬(single burial),合葬(collective burial),土坑内(earthen pit),,土壙（無配石）,土坑墓(earthen grave),,,,なし,,,,,,,,,,,,,,,,,岩手県埋蔵文化財センター１９８３
125,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上里遺跡,上里遺跡,上里遺跡-5400,上里遺跡-5400,7,7,,３号,子供で不明,U,小児期(6-12),6,12,6,12,1,1,1,0,0,9,第二地域（南北海道～北東北）,前期(Early),Early Jomon,Early Jomon,Early Jomon_Early Jomon,7050,5415,Early,前期(Early),前期(Early),,6100,#ERROR!,6100,#ERROR!,-6100,-4700,-5400,-5400,下臥左側,屈葬(crouched burial),NW,単葬(single burial),合葬(collective burial),土坑内(earthen pit),,土壙（無配石）,土坑墓(earthen grave),,,,なし,,,,,,,,,,,,,,,,,岩手県埋蔵文化財センター１９８３
126,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上里遺跡,上里遺跡,上里遺跡-5400,上里遺跡-5400,7,7,,４号,遺存状態不良で不明,U,小児期(6-12),6,12,6,12,1,1,1,0,0,9,第二地域（南北海道～北東北）,前期(Early),Early Jomon,Early Jomon,Early Jomon_Early Jomon,7050,5415,Early,前期(Early),前期(Early),,6100,#ERROR!,6100,#ERROR!,-6100,-4700,-5400,-5400,仰臥(supine),屈葬(crouched burial),NW,単葬(single burial),合葬(collective burial),土坑内(earthen pit),,土壙（無配石）,土坑墓(earthen grave),,,,なし,,,,,,,,,,,,,,,,,岩手県埋蔵文化財センター１９８３
127,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上里遺跡,上里遺跡,上里遺跡-5400,上里遺跡-5400,7,7,,５号,子供で不明,U,小児期(6-12),6,12,6,12,1,1,1,0,0,9,第二地域（南北海道～北東北）,前期(Early),Early Jomon,Early Jomon,Early Jomon_Early Jomon,7050,5415,Early,前期(Early),前期(Early),,6100,#ERROR!,6100,#ERROR!,-6100,-4700,-5400,-5400,下臥左側,屈葬(crouched burial),N,単葬(single burial),合葬(collective burial),土坑内(earthen pit),,土壙（無配石）,土坑墓(earthen grave),,,,なし,,,,,,,,,,,,,,,,,岩手県埋蔵文化財センター１９８３
128,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上里遺跡,上里遺跡,上里遺跡-5400,上里遺跡-5400,7,7,,６号,遺存状態不良で不明,U,小児期(6-12),6,12,6,12,1,1,1,0,0,9,第二地域（南北海道～北東北）,前期(Early),Early Jomon,Early Jomon,Early Jomon_Early Jomon,7050,5415,Early,前期(Early),前期(Early),,6100,#ERROR!,6100,#ERROR!,-6100,-4700,-5400,-5400,伏臥 (prone),不明,N,単葬(single burial),合葬(collective burial),土坑内(earthen pit),,土壙（無配石）,土坑墓(earthen grave),,,,なし,,,,,,,,,,,,,,,,,岩手県埋蔵文化財センター１９８３
129,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上里遺跡,上里遺跡,上里遺跡-5400,上里遺跡-5400,7,7,,７号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第二地域（南北海道～北東北）,前期(Early),Early Jomon,Early Jomon,Early Jomon_Early Jomon,7050,5415,Early,前期(Early),前期(Early),,6100,#ERROR!,6100,#ERROR!,-6100,-4700,-5400,-5400,仰臥(supine),伸展葬(extended burial),S,単葬(single burial),合葬(collective burial),土坑内(earthen pit),,土壙（無配石）,土坑墓(earthen grave),,,,なし,,,,,,,,,,,,,,,,,岩手県埋蔵文化財センター１９８３
130,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",清水貝塚,清水貝塚,清水貝塚-5400,清水貝塚-5400,1,1,,１９５５年出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,前期(Early),Early Jomon,Early Jomon,Early Jomon_Early Jomon,7050,5415,Early,前期(Early),前期(Early),,6100,#ERROR!,6100,#ERROR!,-6100,-4700,-5400,-5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",貝鳥貝塚,貝鳥貝塚,貝鳥貝塚-4350,貝鳥貝塚-4350,59,2,,１号,女性,F,老年期(60-),60,70,60,70,1,0,0,0,0,65,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,仰臥(supine),屈葬(crouched burial),SSE,単葬(single burial),単独葬(individual burial),更地(empty lot),確認できます,不明,,<<<<<<</XXXX</// : <<<<<C<<XOXXX<<<,,,なし,確認できます,確認できます,不明,なし,あり,不明,不明,不明,不明,不明,不明,あり,なし,なし,なし,あり,花泉町教育委員会１９７１
132,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",貝鳥貝塚,貝鳥貝塚,貝鳥貝塚-4350,貝鳥貝塚-4350,59,2,,３号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,仰臥(supine),屈葬(crouched burial),NNE,単葬(single burial),単独葬(individual burial),更地(empty lot),確認できます,不明,,////////XXXX</// : <MMP//////CPPMM<,,,なし,確認できます,確認できます,なし,なし,あり,あり,不明,不明,不明,不明,不明,不明,不明,不明,なし,不明,花泉町教育委員会１９７１
133,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",宮野貝塚,宮野貝塚,宮野貝塚-4350,宮野貝塚-4350,11,3,,Ｆ地区人骨,女性,F,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,仰臥(supine),屈葬(crouched burial),N,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,首飾：イノシシ犬歯製玉１０ - 骨製玉１,,なし,,,,,,,,,,,,,,,,,三陸町教育委員会１９７０
134,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",宮野貝塚,宮野貝塚,宮野貝塚-4350,宮野貝塚-4350,11,3,,１９７９年度出土人骨Ｎｏ．１０１号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,仰臥(supine),屈葬(crouched burial),N,単葬(single burial),単独葬(individual burial),,配石,土壙（無配石）,配石墓(burial with stone alignments),,腰飾：鹿角製石１　首飾：イノシシ犬歯製１,,左手根部,確認できます,右寛骨石鏃嵌入,,,,,,,,,,,,,,,林　 謙作 - 山口　囃子　敏 - 百々　幸雄　１９８０
135,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",宮野貝塚,宮野貝塚,宮野貝塚-4350,宮野貝塚-4350,11,3,,１９７９年度出土胎児 - 新生児期人骨,子供で不明,U,新生児期(neonatal),0,0,0,0,0,0,0,1,1,0,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,不明,不明,,,,,なし,確認できます　,確認できます,,,,,,,,,,,,,,,林　 謙作 - 山口　囃子　敏 - 百々　幸雄　１９８０
136,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",最花貝塚,最花貝塚,最花貝塚-4350,最花貝塚-4350,3,3,,１９４８年度出土人骨仮１号,不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",最花貝塚,最花貝塚,最花貝塚-4350,最花貝塚-4350,3,3,,１９４８年度出土人骨仮２号,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",最花貝塚,最花貝塚,最花貝塚-4350,最花貝塚-4350,3,3,,１９４８年度出土人骨仮１号３,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上村貝塚,上村貝塚,上村貝塚-4350,上村貝塚-4350,6,6,,１号,男性,M,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上村貝塚,上村貝塚,上村貝塚-4350,上村貝塚-4350,6,6,,２Ａ号,女性,F,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上村貝塚,上村貝塚,上村貝塚-4350,上村貝塚-4350,6,6,,２Ｂ号,女性,F,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上村貝塚,上村貝塚,上村貝塚-4350,上村貝塚-4350,6,6,,３Ａ号,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上村貝塚,上村貝塚,上村貝塚-4350,上村貝塚-4350,6,6,,３Ｂ号,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",上村貝塚,上村貝塚,上村貝塚-4350,上村貝塚-4350,6,6,,４号,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",泉山遺跡,泉山遺跡,泉山遺跡-4350,泉山遺跡-4350,4,2,,第１号墓坑人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",泉山遺跡,泉山遺跡,泉山遺跡-4350,泉山遺跡-4350,4,2,,第３号墓坑人骨,遺存状態不良で不明,U,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,不明,不明,W,単葬(single burial),単独葬(individual burial),配石下土壙内,配石,土壙（無配石）,配石墓(burial with stone alignments),,,,頭部,,,,,,,,,,,,,,,,,青森県教育委員会１９７６
147,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",明戸遺跡,明戸遺跡,明戸遺跡-4350,明戸遺跡-4350,15,2,,１０号土壙出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",明戸遺跡,明戸遺跡,明戸遺跡-4350,明戸遺跡-4350,15,2,,３６号土壙出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,中期(Middle),Middle Jomon,Middle Jomon,Middle Jomon_Middle Jomon,5415,4395,Middle,中期(Middle),中期(Middle),,4700,#ERROR!,4700,#ERROR!,-4700,-4000,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",オセドウ貝塚,オセドウ貝塚,オセドウ貝塚-3500,オセドウ貝塚-3500,1,1,,１９２２年出土人骨,不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
