PostholeID,PithouseID,Original_ID,Added_ID,Adapted_ID,Diameter,Major,Minor,Depth,Scale1m,D_Measure,D_Scaled,FlrLvlDep,FlrLvlDepScale,PostType,D_Ref,Notes
PH251-1004-1-1005,P251-1004-1,,P5,P5,,,,,1.64,0.21,0.1280487805,,0,p,14,Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker and the E transect line.
PH251-1004-1-1006,P251-1004-1,,P6,P6,,,,,1.64,0.2,0.1219512195,,0,p,14,Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker and the E transect line.
PH251-1004-1-1007,P251-1004-1,,P7,P7,,,,,1.64,0.25,0.1524390244,,0,p,14,Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker and the E transect line.
PH251-1004-1-1008,P251-1004-1,,P8,P8,,,,,1.64,0.27,0.1646341463,,0,p,14,Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker and the E transect line.
PH251-1004-1-1009,P251-1004-1,,P9,P9,,,,,1.64,0.25,0.1524390244,,0,p,14,Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker and the E transect line.
PH251-1004-1-1010,P251-1004-1,,P10,P10,,,,,1.64,0.24,0.1463414634,,0,p,14,Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker and the E transect line.
PH251-1004-1-1011,P251-1004-1,,P11,P11,,,,,1.64,0.22,0.1341463415,,0,p,14,Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker and the E transect line.
PH251-1004-1-1012,P251-1004-1,,P12,P12,,,,,1.64,0.21,0.1280487805,,0,p,14,Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker and the E transect line.
PH255-1001-1-1001,P255-1001-1,,P1,P1,,,,0.62,1.65,0.22,0.1333333333,uk,#VALUE!,p,4,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker. Can confirm numbering by matching the depths written on drawing."
PH255-1001-1-1002,P255-1001-1,,P2,P2,,,,0.75,1.65,0.29,0.1757575758,uk,#VALUE!,p,4,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker. Can confirm numbering by matching the depths written on drawing."
PH255-1001-1-1003,P255-1001-1,,P3,P3,,,,0.58,1.65,0.22,0.1333333333,uk,#VALUE!,p,4,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker. Can confirm numbering by matching the depths written on drawing."
PH255-1001-1-1004,P255-1001-1,,P4,P4,,,,0.46,1.65,0.2,0.1212121212,uk,#VALUE!,p,4,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Posthole numbers not given. Numbers assigned clockwise starting closest to compass marker. Can confirm numbering by matching the depths written on drawing."
PH256-1037-1-1001,P256-1037-1,P1,,P1,,,,,1.65,0.39,0.2363636364,uk,#VALUE!,p,14,"Depths taken from top of postholes, not estimated floor level. No estimated floor level given."
PH256-1037-1-1002,P256-1037-1,P2,,P2,,,,,1.65,0.3,0.1818181818,uk,#VALUE!,p,14,"Depths taken from top of postholes, not estimated floor level. No estimated floor level given. "
PH256-1037-1-1003,P256-1037-1,P3,,P3,,,,,1.65,0.33,0.2,uk,#VALUE!,p,14,"Depths taken from top of postholes, not estimated floor level. No estimated floor level given."
PH256-1037-1-1004,P256-1037-1,P4,,P4,,,,,1.65,0.37,0.2242424242,uk,#VALUE!,p,14,"Depths taken from top of postholes, not estimated floor level. No estimated floor level given."
PH256-1037-2-1005,P256-1037-2,P5,,P5,,,,,1.65,0.45,0.2727272727,uk,#VALUE!,p,14,"Overlapping postholes, most recent posthole measured for diameter. Report identifies P5, P6, and P7 as a new phase/expansion of initial phase. Depths taken from top of postholes, not estimated floor level. No estimated floor level given. "
PH256-1037-2-1006,P256-1037-2,P6,,P6,,,,,1.65,0.33,0.2,uk,#VALUE!,p,14,"Report identifies P5, P6, and P7 as a new phase/expansion of initial phase. Depths taken from top of postholes, not estimated floor level. No estimated floor level given. "
PH256-1037-2-1007,P256-1037-2,P7,,P7,,,,,1.65,0.28,0.1696969697,uk,#VALUE!,p,14,"Report identifies P5, P6, and P7 as a new phase/expansion of initial phase. Depths taken from top of postholes, not estimated floor level. No estimated floor level given. "
PH256-1037-2-1008,P256-1037-2,P8,,P8,,,,,1.65,0.41,0.2484848485,uk,#VALUE!,p,14,"Report does not specify P8 and P9 as main pillars, but describes the second phase as an expansion. P8 and P9 appear better located to be part of new, larger dwelling than P3 and P4. Depths taken from top of postholes, not estimated floor level. No estimated floor level given. "
PH256-1037-2-1009,P256-1037-2,P9,,P9,,,,,1.65,0.37,0.2242424242,uk,#VALUE!,p,14,"Report does not specify P8 and P9 as main pillars, but describes the second phase as an expansion. P8 and P9 appear better located to be part of new, larger dwelling than P3 and P4. Depths taken from top of postholes, not estimated floor level. No estimated floor level given. "
PH257-1010-1-1001,P257-1010-1,P1,,P1,,,,0.36,1.65,0.28,0.1696969697,,0,p,47,
PH257-1010-1-1002,P257-1010-1,P2,,P2,,,,0.54,1.65,0.24,0.1454545455,,0,p,47,
PH257-1010-1-1003,P257-1010-1,P3,,P3,,,,0.25,1.65,0.2,0.1212121212,,0,p,47,
PH257-1012-1-1001,P257-1012-1,P1,,P1,,,,0.78,1.65,0.25,0.1515151515,uk,#VALUE!,p,49,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1012-1-1002,P257-1012-1,P2,,P2,,,,0.77,1.65,0.36,0.2181818182,uk,#VALUE!,p,49,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1012-1-1003,P257-1012-1,P3,,P3,,,,0.76,1.65,0.27,0.1636363636,uk,#VALUE!,p,49,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1012-1-1004,P257-1012-1,P4,,P4,,,,0.6,1.65,0.2,0.1212121212,uk,#VALUE!,p,49,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1012-1-1005,P257-1012-1,P5,,P5,,,,0.68,1.65,0.28,0.1696969697,uk,#VALUE!,p,49,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1012-1-1006,P257-1012-1,P6,,P6,,,,,1.65,0.24,0.1454545455,uk,#VALUE!,p,49,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Unable to determine depth of P6"
PH257-1014-1-1001,P257-1014-1,P1,,P1,,,,0.68,1.65,0.25,0.1515151515,,0,p,51,
PH257-1014-1-1002,P257-1014-1,P2,,P2,,,,0.63,1.65,0.24,0.1454545455,,0,p,51,
PH257-1014-1-1003,P257-1014-1,P3,,P3,,,,0.72,1.65,0.24,0.1454545455,,0,p,51,
PH257-1014-1-1004,P257-1014-1,P4,,P4,,,,0.55,1.65,0.33,0.2,,0,p,51,
PH257-1015-1-1001,P257-1015-1,P1,,P1,,,,0.64,1.65,0.41,0.2484848485,,0,p,52,
PH257-1015-1-1002,P257-1015-1,P2,,P2,,,,0.68,1.65,0.59,0.3575757576,,0,p,52,
PH257-1015-1-1003,P257-1015-1,P3,,P3,,,,1.01,1.65,0.42,0.2545454545,,0,p,52,
PH257-1015-1-1004,P257-1015-1,P4,,P4,,,,0.67,1.65,0.29,0.1757575758,,0,p,52,
PH257-1017-1-1001,P257-1017-1,P1,,P1,,,,0.64,1.64,0.39,0.237804878,uk,#VALUE!,p,54,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1017-1-1002,P257-1017-1,P2,,P2,,,,0.72,1.64,0.29,0.1768292683,uk,#VALUE!,p,54,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1017-1-1003,P257-1017-1,P3,,P3,,,,0.69,1.64,0.31,0.1890243902,uk,#VALUE!,p,54,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1017-1-1004,P257-1017-1,P4,,P4,,,,0.72,1.64,0.3,0.1829268293,uk,#VALUE!,p,54,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1018-1-1001,P257-1018-1,P1,,P1,,,,0.83,1.65,0.28,0.1696969697,,0,p,55,
PH257-1018-1-1002,P257-1018-1,P2,,P2,,,,0.9,1.65,0.4,0.2424242424,,0,p,55,
PH257-1018-1-1003,P257-1018-1,P3,,P3,,,,0.72,1.65,0.31,0.1878787879,,0,p,55,
PH257-1018-1-1004,P257-1018-1,P4,,P4,,,,0.75,1.65,0.21,0.1272727273,,0,p,55,
PH257-1019-1-1001,P257-1019-1,P1,,P1,,,,0.77,1.64,0.3,0.1829268293,uk,#VALUE!,p,56,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1019-1-1002,P257-1019-1,P2,,P2,,,,0.65,1.64,0.28,0.1707317073,uk,#VALUE!,p,56,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1019-1-1003,P257-1019-1,P3,,P3,,,,,1.64,0.24,0.1463414634,uk,#VALUE!,p,56,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Depth for P3 not given."
PH257-1019-1-1004,P257-1019-1,P4,,P4,,,,0.53,1.64,0.32,0.1951219512,uk,#VALUE!,p,56,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1019-2-1005,P257-1019-2,P5,,P5,,,,0.71,1.64,0.26,0.1585365854,uk,#VALUE!,p,56,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Report states P5 to P8 are part of rebuild. A depth of .71m is given for P8, but there is no P8 on the drawing so it is omitted."
PH257-1019-2-1006,P257-1019-2,P6,,P6,,,,0.82,1.64,0.35,0.2134146341,uk,#VALUE!,p,56,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Report states P5 to P8 are part of rebuild. A depth of .71m is given for P8, but there is no P8 on the drawing so it is omitted."
PH257-1019-2-1007,P257-1019-2,P7,,P7,,,,0.7,1.64,0.47,0.2865853659,uk,#VALUE!,p,56,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Report states P5 to P8 are part of rebuild. A depth of .71m is given for P8, but there is no P8 on the drawing so it is omitted."
PH257-1020-1-1001,P257-1020-1,P1,,P1,,,,0.99,1.65,0.37,0.2242424242,uk,#VALUE!,p,57,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Date not given for P257-1020-1 in reference 37."
PH257-1020-1-1002,P257-1020-1,P2,,P2,,,,0.86,1.65,0.32,0.1939393939,uk,#VALUE!,p,57,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Date not given for P257-1020-1 in reference 37."
PH257-1020-1-1003,P257-1020-1,P3,,P3,,,,0.67,1.65,0.34,0.2060606061,uk,#VALUE!,p,57,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Date not given for P257-1020-1 in reference 37."
PH257-1020-1-1004,P257-1020-1,P4,,P4,,,,0.67,1.65,0.36,0.2181818182,uk,#VALUE!,p,57,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Date not given for P257-1020-1 in reference 37."
PH257-1020-1-1005,P257-1020-1,P5,,P5,,,,0.7,1.65,0.36,0.2181818182,uk,#VALUE!,p,57,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Date not given for P257-1020-1 in reference 37."
PH257-1020-1-1006,P257-1020-1,P6,,P6,,,,0.82,1.65,0.3,0.1818181818,uk,#VALUE!,p,57,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Date not given for P257-1020-1 in reference 37."
PH257-1021-1-1001,P257-1021-1,P1,,P1,,,,0.72,1.65,0.33,0.2,,0,p,58,
PH257-1021-1-1002,P257-1021-1,P2,,P2,,,,0.71,1.65,0.27,0.1636363636,,0,p,58,
PH257-1021-1-1003,P257-1021-1,P3,,P3,,,,0.28,1.65,0.23,0.1393939394,,0,p,58,
PH257-1021-1-1004,P257-1021-1,P4,,P4,,,,0.55,1.65,0.23,0.1393939394,,0,p,58,
PH257-1023-1-1001,P257-1023-1,P1,,P1,,,,0.58,1.65,0.29,0.1757575758,,0,p,60,
