PithouseID,OriginalID,SiteID,PitNum,BuildNum,Length,Width,RecFloor,ShapeFormula,Shape,PillarPosition,PillarConfig,Rebuild,PubPeriod,PhaseStart,PhaseEnd,PhaseStartRom,PhaseEndRom,TotalPhaseRom,NumPhaseStart,NumPhaseEnd,NumPhaseMed,topo_after1,topo_after2,topo_after3,topo_after4,topo_after5,topo_after6,topo_after7,topo_after8,topo_after9,topo_after10,topo_after11,topo_after12,topo_after13,Reference,PostDataUsed,Notes,TopologyNotes
P152-1007-1,7号住居跡,S152,1007,1,4.8,uk,,oval,隅丸方形,Main,6,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"SW corner of wall missing. No Main postholes identified. Only length mentioned in report but as the dwelling is not circular, size data will not be compared. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1008-1,8号住居跡,S152,1008,1,6.3,uk,,oval,隅丸方形または不整の円形,MainWall,6,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,P152-1015-1,,,,,,,,,,,,,13,no,"P152-1008-1 was built over P152-1015-1, making the extent of the dwelling difficult to determine. A length measurement was given but no width was provided and as the report is unsure if the dwelling was round, the size data will not be used. Dwelling has an additional groove connecting the inner main posts. The plan drawing looks as if a second build phase was present, but the report doesn't indicate one, so only one phase is recorded here. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1015-1 built before P152-1008-1
P152-1009-1,9号住居跡,S152,1009,1,uk,uk,,uk,恐らく円形,uk,uk,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Only a small northern portion of the dwelling remains as the rest was destroyed by later construction. Size not recorded and main postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1010-1,10号住居跡,S152,1010,1,4.8,,,circle,円形,Main,5,3,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,P152-1011-1,,,,,,,,,,,,,13,no,"Overlapping postholes indicate three build phases. P152-1010-1 and subsequent phases built after P152-1011-1. Report doesn't identify main postholes or indicate which posthles are associated with which phases, so posthole data is not included. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1010-1 was rebuilt twice and was built after P152-1011-1
P152-1010-2,10号住居跡,S152,1010,2,4.8,,,circle,円形,Main,5,3,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,P152-1011-1,P152-1010-1,,,,,,,,,,,,13,no,"Overlapping postholes indicate three build phases. P152-1010-1 and subsequent phases built after P152-1011-1. Report doesn't identify main postholes or indicate which posthles are associated with which phases, so posthole data is not included. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1010-1 was rebuilt twice and was built after P152-1011-1
P152-1010-3,10号住居跡,S152,1010,3,4.8,,,circle,円形,Main,5,3,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,P152-1011-1,P152-1010-1,P152-1010-2,,,,,,,,,,,13,no,"Overlapping postholes indicate three build phases. P152-1010-1 and subsequent phases built after P152-1011-1. Report doesn't identify main postholes or indicate which posthles are associated with which phases, so posthole data is not included. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1010-1 was rebuilt twice and was built after P152-1011-1
P152-1011-1,11号住居跡,S152,1011,1,6,,,circle,円形,Main,6,n,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"P152-1011-1 was built before P152-1010-1. Although the posthole configuration makes it easy to identify some main postholes, ones that overlap with P152-1010-1 are difficult to determine and are not specified in the plan drawings. Therefore, posthole data is omitted. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1010-1 was rebuilt twice and was built after P152-1011-1
P152-1013-1,13号住居跡,S152,1013,1,uk,uk,,uk,uk,uk,5,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Only postholes and hearth remains. Dwelling size and shape not specified. Main postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1014-1,14号住居跡,S152,1014,1,6.5,6,,oval,長円形,Main,6,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Well preserved. Report indicates 6 main postholes. On the southern side there appear to be pairs of postholes togetherin indicating a rebuild. A rebuild is not indicated in the report however, so it will be recorded as a single phase. Main posts placed directly interior to wall. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1015-1,15号住居跡,S152,1015,1,4.8,uk,,uk,uk,uk,uk,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"P152-1008-1 was built over P152-1015-1, making the extent of the dwelling difficult to determine. A length measurement was given but no width was provided and as the report doesn't indicate dwelling shape, the size data will not be used. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1015-1 built before P152-1008-1
P152-1016-1,16号住居跡,S152,1016,1,4.8,,,circle,円形,uk,uk,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Southern portion of wall missing. Main posthole not identified. Only length measurement given, but as report indicates the plan is circular, the cirle area measurement is used. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1018-1,18号住居跡,S152,1018,1,4.8,,,circle,円形,Main,5,no,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Southern portion of wall missing. Report indicates 5 main posts, but main posts aren't identified on the plan drawing. Although 4 main posts can be easily identified, the 5th is difficult to determine, so posthole data omitted.  Only length measurement given, but as report indicates the plan is circular, the cirle area measurement is used. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1019-1,19号住居跡,S152,1019,1,4,,,circle,円形,Main,4,no,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,diameter,"Poorly preserved. Report indicates 4 main posts an as only 4 postholes are shown on the plan drawing, they are considered main posts and measured for diameter. Report only provides a single length measurement, but as the dwelling was identified as circular, the circle area measurement is used. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1021-1,21号住居跡,S152,1021,1,7,4.8,,uk,柄鏡形,uk,uk,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Although classified as a mirror shaped dwelling, the entryway is almost as long as the dwelling's diameter. Other reports note the parts separateley and in this report the main portion of the dwelling is used for size. Using the dimensions provided would provide inconsistent area measurements, so the formula is recorded as uk. Postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1022-1,22号住居跡,S152,1022,1,uk,uk,,uk,uk,uk,uk,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Dwelling overlaps 24 and 35, unable to determine if this is a single dwelling or now. No size, shape, or main posthole data available. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1024-1,24号住居跡,S152,1024,1,4.5,,,circle,uk,MainWall,5-6,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Missing large portion of NE wall and possible postholes. Reprt indicates 4 main postholes remain, but that the structure was probably a 5 or 6 post structure. Main postholes not identified. Report doesn't specifically indicate a shape, but the remaining portion of the dwelling is very circular and regular. Only one length measurement provided and I will use circle area in the analysis. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1028-1,28号住居跡,S152,1028,1,uk,uk,,uk,uk,MainWall,uk,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Later construction damaged the southern portion of the dwelling and now only the northern portion of the dwelling remains. Dwelling shape and size not noted in the report. Main postholes not specifically identified, but the posthole configuration appeas to be MainWall. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1029-1,29号住居跡,S152,1029,1,7,3.2,,uk,柄鏡形,Mirror,circ,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Well preserved mirror shaped dwelling. Length measurement includes the entryway which is almost as long as the central portion of the dwelling. Because this would provide inaccurate results using the circle or oval formulas, the formula was set as uk. Main postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1030-1,30号住居跡,S152,1030,1,5,uk,,uk,uk,Main,5,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Missing northern section of wall. Length provided, but dwelling shape was not indicated, so area measurement will not be used. Main postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1031-1,31号住居跡,S152,1031,1,uk,uk,,uk,uk,uk,uk,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Dwelling size and shape not noted. Only small sections of wall on the south and west sides remain. Main postholes not identified and large number of pits makes the posthole configuration difficult to determine. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1032-1,32号住居跡,S152,1032,1,4,uk,,oval,恐らく隅丸方形,Main,4,3,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"NE portion of dwelling eroded. Overlapping postholes indicates 3 build phases. Main postholes for each phase not identified, so posthole data is omitted. Only one length measurement provided, so dwelling area measurement not used. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1032-1 rebuilt twice
P152-1032-2,32号住居跡,S152,1032,2,4,uk,,oval,恐らく隅丸方形,Main,4,3,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,P152-1032-1,,,,,,,,,,,,,13,no,"NE portion of dwelling eroded. Overlapping postholes indicates 3 build phases. Main postholes for each phase not identified, so posthole data is omitted. Only one length measurement provided, so dwelling area measurement not used. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1032-1 rebuilt twice
P152-1032-3,32号住居跡,S152,1032,3,4,uk,,oval,恐らく隅丸方形,Main,4,3,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,P152-1032-1,P152-1032-2,,,,,,,,,,,,13,no,"NE portion of dwelling eroded. Overlapping postholes indicates 3 build phases. Main postholes for each phase not identified, so posthole data is omitted. Only one length measurement provided, so dwelling area measurement not used. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1032-1 rebuilt twice
